::1 - - [19/May/2020:14:16:00 +0000] "GET /favicon.ico HTTP/1.1" 404 488 "http://localhost/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:15:43:12 +0000] "GET /opencart/admin/view/javascript/jquery/datetimepicker/bootstrap-datetimepicker.min.css HTTP/1.1" 200 1411 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:15:43:12 +0000] "GET /opencart/admin/view/stylesheet/stylesheet.css HTTP/1.1" 200 4303 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:15:43:12 +0000] "GET /opencart/admin/view/javascript/jquery/datetimepicker/bootstrap-datetimepicker.min.js HTTP/1.1" 200 10234 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:15:43:12 +0000] "GET /opencart/admin/view/javascript/common.js HTTP/1.1" 200 2639 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:15:43:12 +0000] "GET /opencart/admin/view/image/logo.png HTTP/1.1" 200 3682 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:15:43:13 +0000] "GET /opencart/admin/view/javascript/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77423 "http://10.0.2.15/opencart/admin/view/javascript/font-awesome/css/font-awesome.min.css" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:15:43:13 +0000] "GET /favicon.ico HTTP/1.1" 404 487 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:15:43:15 +0000] "POST /opencart/admin/index.php?route=common/login HTTP/1.1" 302 382 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:15:43:15 +0000] "GET /opencart/admin/index.php?route=common/dashboard&user_token=jJZ3NMpBrLlNUUkAFbzQ1NC7PnaKN9LQ HTTP/1.1" 200 6238 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:15:43:15 +0000] "GET /opencart/image/cache/profile-45x45.png HTTP/1.1" 200 2463 "http://10.0.2.15/opencart/admin/index.php?route=common/dashboard&user_token=jJZ3NMpBrLlNUUkAFbzQ1NC7PnaKN9LQ" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:15:43:15 +0000] "GET /opencart/admin/view/javascript/jquery/jqvmap/jqvmap.css HTTP/1.1" 200 773 "http://10.0.2.15/opencart/admin/index.php?route=common/dashboard&user_token=jJZ3NMpBrLlNUUkAFbzQ1NC7PnaKN9LQ" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:15:43:15 +0000] "GET /opencart/admin/view/javascript/jquery/jqvmap/jquery.vmap.js HTTP/1.1" 200 7277 "http://10.0.2.15/opencart/admin/index.php?route=common/dashboard&user_token=jJZ3NMpBrLlNUUkAFbzQ1NC7PnaKN9LQ" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:15:43:15 +0000] "GET /opencart/admin/view/javascript/jquery/jqvmap/maps/jquery.vmap.world.js HTTP/1.1" 200 23843 "http://10.0.2.15/opencart/admin/index.php?route=common/dashboard&user_token=jJZ3NMpBrLlNUUkAFbzQ1NC7PnaKN9LQ" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:15:43:15 +0000] "GET /opencart/admin/view/javascript/jquery/flot/jquery.flot.js HTTP/1.1" 200 27108 "http://10.0.2.15/opencart/admin/index.php?route=common/dashboard&user_token=jJZ3NMpBrLlNUUkAFbzQ1NC7PnaKN9LQ" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:15:43:15 +0000] "GET /opencart/admin/view/javascript/jquery/flot/jquery.flot.resize.min.js HTTP/1.1" 200 1299 "http://10.0.2.15/opencart/admin/index.php?route=common/dashboard&user_token=jJZ3NMpBrLlNUUkAFbzQ1NC7PnaKN9LQ" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:15:43:16 +0000] "GET /opencart/admin/index.php?route=extension/dashboard/chart/chart&user_token=jJZ3NMpBrLlNUUkAFbzQ1NC7PnaKN9LQ&range=month HTTP/1.1" 200 1121 "http://10.0.2.15/opencart/admin/index.php?route=common/dashboard&user_token=jJZ3NMpBrLlNUUkAFbzQ1NC7PnaKN9LQ" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:15:43:17 +0000] "GET /opencart/admin/index.php?route=extension/dashboard/map/map&user_token=jJZ3NMpBrLlNUUkAFbzQ1NC7PnaKN9LQ HTTP/1.1" 200 253 "http://10.0.2.15/opencart/admin/index.php?route=common/dashboard&user_token=jJZ3NMpBrLlNUUkAFbzQ1NC7PnaKN9LQ" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:15:43:18 +0000] "GET /opencart/admin/index.php?route=common/logout&user_token=jJZ3NMpBrLlNUUkAFbzQ1NC7PnaKN9LQ HTTP/1.1" 302 334 "http://10.0.2.15/opencart/admin/index.php?route=common/dashboard&user_token=jJZ3NMpBrLlNUUkAFbzQ1NC7PnaKN9LQ" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:15:43:18 +0000] "GET /opencart/admin/index.php?route=common/login HTTP/1.1" 200 1427 "http://10.0.2.15/opencart/admin/index.php?route=common/dashboard&user_token=jJZ3NMpBrLlNUUkAFbzQ1NC7PnaKN9LQ" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
::1 - - [19/May/2020:15:43:20 +0000] "OPTIONS * HTTP/1.0" 200 126 "-" "Apache/2.4.29 (Ubuntu) (internal dummy connection)"
172.17.0.4 - - [19/May/2020:15:59:52 +0000] "GET /opencart/admin/ HTTP/1.1" 200 1405 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.4 - - [19/May/2020:15:59:53 +0000] "GET /opencart/admin/view/javascript/jquery/jquery-2.1.1.min.js HTTP/1.1" 200 29850 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.4 - - [19/May/2020:15:59:53 +0000] "GET /opencart/admin/view/javascript/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 10097 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.4 - - [19/May/2020:15:59:53 +0000] "GET /opencart/admin/view/javascript/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 7391 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.4 - - [19/May/2020:15:59:53 +0000] "GET /opencart/admin/view/javascript/jquery/datetimepicker/moment/moment.min.js HTTP/1.1" 200 17377 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.4 - - [19/May/2020:15:59:53 +0000] "GET /opencart/admin/view/stylesheet/bootstrap.css HTTP/1.1" 200 22734 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.4 - - [19/May/2020:15:59:53 +0000] "GET /opencart/admin/view/javascript/jquery/datetimepicker/moment/moment-with-locales.min.js HTTP/1.1" 200 66464 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.4 - - [19/May/2020:15:59:53 +0000] "GET /opencart/admin/view/javascript/jquery/datetimepicker/bootstrap-datetimepicker.min.css HTTP/1.1" 200 1411 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.4 - - [19/May/2020:15:59:53 +0000] "GET /opencart/admin/view/stylesheet/stylesheet.css HTTP/1.1" 200 4303 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.4 - - [19/May/2020:15:59:53 +0000] "GET /opencart/admin/view/javascript/jquery/datetimepicker/bootstrap-datetimepicker.min.js HTTP/1.1" 200 10234 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.4 - - [19/May/2020:15:59:53 +0000] "GET /opencart/admin/view/javascript/common.js HTTP/1.1" 200 2639 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.4 - - [19/May/2020:15:59:53 +0000] "GET /opencart/admin/view/image/logo.png HTTP/1.1" 200 3682 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.4 - - [19/May/2020:15:59:54 +0000] "GET /opencart/admin/view/javascript/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77423 "http://10.0.2.15/opencart/admin/view/javascript/font-awesome/css/font-awesome.min.css" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.4 - - [19/May/2020:15:59:55 +0000] "GET /favicon.ico HTTP/1.1" 404 487 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
::1 - - [19/May/2020:15:59:56 +0000] "OPTIONS * HTTP/1.0" 200 126 "-" "Apache/2.4.29 (Ubuntu) (internal dummy connection)"
172.17.0.5 - - [19/May/2020:16:00:04 +0000] "GET /opencart/admin/ HTTP/1.1" 200 1405 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:16:00:04 +0000] "GET /opencart/admin/view/javascript/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 10097 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:16:00:04 +0000] "GET /opencart/admin/view/javascript/jquery/jquery-2.1.1.min.js HTTP/1.1" 200 29850 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:16:00:04 +0000] "GET /opencart/admin/view/javascript/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 7391 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:16:00:04 +0000] "GET /opencart/admin/view/javascript/jquery/datetimepicker/bootstrap-datetimepicker.min.css HTTP/1.1" 200 1411 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:16:00:04 +0000] "GET /opencart/admin/view/stylesheet/stylesheet.css HTTP/1.1" 200 4303 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:16:00:04 +0000] "GET /opencart/admin/view/javascript/jquery/datetimepicker/moment/moment.min.js HTTP/1.1" 200 17377 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:16:00:04 +0000] "GET /opencart/admin/view/stylesheet/bootstrap.css HTTP/1.1" 200 22734 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:16:00:04 +0000] "GET /opencart/admin/view/javascript/jquery/datetimepicker/moment/moment-with-locales.min.js HTTP/1.1" 200 66464 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:16:00:04 +0000] "GET /opencart/admin/view/javascript/jquery/datetimepicker/bootstrap-datetimepicker.min.js HTTP/1.1" 200 10234 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:16:00:04 +0000] "GET /opencart/admin/view/javascript/common.js HTTP/1.1" 200 2639 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:16:00:04 +0000] "GET /opencart/admin/view/image/logo.png HTTP/1.1" 200 3682 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:16:00:05 +0000] "GET /opencart/admin/view/javascript/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77423 "http://10.0.2.15/opencart/admin/view/javascript/font-awesome/css/font-awesome.min.css" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:16:00:06 +0000] "GET /favicon.ico HTTP/1.1" 404 487 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:16:00:07 +0000] "POST /opencart/admin/index.php?route=common/login HTTP/1.1" 302 382 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:16:00:07 +0000] "GET /opencart/admin/index.php?route=common/dashboard&user_token=CHVWBZP9IQNNK9nKCDVoLqVKxGv5OLjY HTTP/1.1" 200 6240 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:16:00:07 +0000] "GET /opencart/image/cache/profile-45x45.png HTTP/1.1" 200 2463 "http://10.0.2.15/opencart/admin/index.php?route=common/dashboard&user_token=CHVWBZP9IQNNK9nKCDVoLqVKxGv5OLjY" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:16:00:07 +0000] "GET /opencart/admin/view/javascript/jquery/jqvmap/jqvmap.css HTTP/1.1" 200 773 "http://10.0.2.15/opencart/admin/index.php?route=common/dashboard&user_token=CHVWBZP9IQNNK9nKCDVoLqVKxGv5OLjY" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:16:00:08 +0000] "GET /opencart/admin/view/javascript/jquery/jqvmap/jquery.vmap.js HTTP/1.1" 200 7277 "http://10.0.2.15/opencart/admin/index.php?route=common/dashboard&user_token=CHVWBZP9IQNNK9nKCDVoLqVKxGv5OLjY" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:16:00:08 +0000] "GET /opencart/admin/view/javascript/jquery/jqvmap/maps/jquery.vmap.world.js HTTP/1.1" 200 23843 "http://10.0.2.15/opencart/admin/index.php?route=common/dashboard&user_token=CHVWBZP9IQNNK9nKCDVoLqVKxGv5OLjY" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:16:00:08 +0000] "GET /opencart/admin/view/javascript/jquery/flot/jquery.flot.js HTTP/1.1" 200 27108 "http://10.0.2.15/opencart/admin/index.php?route=common/dashboard&user_token=CHVWBZP9IQNNK9nKCDVoLqVKxGv5OLjY" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:16:00:08 +0000] "GET /opencart/admin/view/javascript/jquery/flot/jquery.flot.resize.min.js HTTP/1.1" 200 1299 "http://10.0.2.15/opencart/admin/index.php?route=common/dashboard&user_token=CHVWBZP9IQNNK9nKCDVoLqVKxGv5OLjY" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:16:00:09 +0000] "GET /opencart/admin/index.php?route=extension/dashboard/chart/chart&user_token=CHVWBZP9IQNNK9nKCDVoLqVKxGv5OLjY&range=month HTTP/1.1" 200 1121 "http://10.0.2.15/opencart/admin/index.php?route=common/dashboard&user_token=CHVWBZP9IQNNK9nKCDVoLqVKxGv5OLjY" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:16:00:10 +0000] "GET /opencart/admin/index.php?route=extension/dashboard/map/map&user_token=CHVWBZP9IQNNK9nKCDVoLqVKxGv5OLjY HTTP/1.1" 200 253 "http://10.0.2.15/opencart/admin/index.php?route=common/dashboard&user_token=CHVWBZP9IQNNK9nKCDVoLqVKxGv5OLjY" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
::1 - - [19/May/2020:16:00:11 +0000] "OPTIONS * HTTP/1.0" 200 126 "-" "Apache/2.4.29 (Ubuntu) (internal dummy connection)"
172.17.0.4 - - [19/May/2020:16:00:21 +0000] "GET /opencart/admin/ HTTP/1.1" 200 1405 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.4 - - [19/May/2020:16:00:21 +0000] "GET /opencart/admin/view/javascript/jquery/jquery-2.1.1.min.js HTTP/1.1" 200 29850 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.4 - - [19/May/2020:16:00:21 +0000] "GET /opencart/admin/view/javascript/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 10097 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.4 - - [19/May/2020:16:00:21 +0000] "GET /opencart/admin/view/javascript/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 7391 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.4 - - [19/May/2020:16:00:21 +0000] "GET /opencart/admin/view/javascript/jquery/datetimepicker/moment/moment.min.js HTTP/1.1" 200 17377 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.4 - - [19/May/2020:16:00:21 +0000] "GET /opencart/admin/view/stylesheet/bootstrap.css HTTP/1.1" 200 22734 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.4 - - [19/May/2020:16:00:21 +0000] "GET /opencart/admin/view/javascript/jquery/datetimepicker/moment/moment-with-locales.min.js HTTP/1.1" 200 66464 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.4 - - [19/May/2020:16:00:21 +0000] "GET /opencart/admin/view/javascript/jquery/datetimepicker/bootstrap-datetimepicker.min.css HTTP/1.1" 200 1411 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.4 - - [19/May/2020:16:00:21 +0000] "GET /opencart/admin/view/stylesheet/stylesheet.css HTTP/1.1" 200 4303 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.4 - - [19/May/2020:16:00:21 +0000] "GET /opencart/admin/view/javascript/jquery/datetimepicker/bootstrap-datetimepicker.min.js HTTP/1.1" 200 10234 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.4 - - [19/May/2020:16:00:21 +0000] "GET /opencart/admin/view/javascript/common.js HTTP/1.1" 200 2639 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.4 - - [19/May/2020:16:00:22 +0000] "GET /opencart/admin/view/image/logo.png HTTP/1.1" 200 3682 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.4 - - [19/May/2020:16:00:23 +0000] "GET /opencart/admin/view/javascript/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77423 "http://10.0.2.15/opencart/admin/view/javascript/font-awesome/css/font-awesome.min.css" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.4 - - [19/May/2020:16:00:23 +0000] "GET /favicon.ico HTTP/1.1" 404 487 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.4 - - [19/May/2020:16:00:25 +0000] "POST /opencart/admin/index.php?route=common/login HTTP/1.1" 200 1523 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
::1 - - [19/May/2020:16:00:27 +0000] "OPTIONS * HTTP/1.0" 200 126 "-" "Apache/2.4.29 (Ubuntu) (internal dummy connection)"
172.17.0.5 - - [19/May/2020:16:00:35 +0000] "GET /opencart/admin/ HTTP/1.1" 200 1405 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:16:00:35 +0000] "GET /opencart/admin/view/javascript/jquery/jquery-2.1.1.min.js HTTP/1.1" 200 29850 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:16:00:35 +0000] "GET /opencart/admin/view/javascript/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 10097 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
172.17.0.5 - - [19/May/2020:16:00:35 +0000] "GET /opencart/admin/view/javascript/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 7391 "http://10.0.2.15/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
